source,cited,citation_analysis
8818969,18307668,neither
8818969,18250218,positive
8818969,18250218,neither
8818969,18406637,positive
8818969,29734982,positive
8818969,29734982,neither
8818969,29880147,positive
8818969,29880147,neither
8818969,32987343,positive
8818969,33334566,positive
8818969,33334566,neither
8818969,32198273,positive
8818969,31862764,positive
8818969,31862764,neither
8818969,1519015,positive
8818969,1519015,negative
8818969,2748771,positive
8818969,2748771,neither
8818969,21532953,positive
8818969,21532953,neither
8818969,2803071,positive
8818969,2803071,neither
8818969,18388841,positive
8818969,18388841,neither
8818969,11556941,positive
8818969,11556941,neither
8818969,23493772,positive
8818969,23493772,neither
8818969,26492214,positive
8818969,26492214,neither
8818969,17552379,positive
8818969,17552379,neither
8818969,26847966,positive
8818969,30685850,positive
8818969,30685850,neither
8818969,17580592,positive
8818969,30617618,positive
8818969,30617618,neither
8818969,32120165,positive
8818969,32120165,neither
8818969,32687910,positive
8818969,32687910,neither
8818969,30518372,positive
8818969,30518372,neither
8818969,33804319,positive
8818969,28625480,positive
8818969,22131602,positive
8818969,29684316,positive
8818969,29684316,neither
8818969,26810493,positive
8818969,26810493,neither
8818969,33341644,positive
8818969,33341644,neither
8818969,26518698,positive
8818969,26518698,neither
8818969,30820850,positive
8818969,30820850,neither
8818969,29198305,positive
8818969,30961958,positive
8818969,30961958,neither
8818969,27448430,positive
8818969,27448430,neither
8818969,23691209,positive
8818969,23691209,neither
8818969,23997701,positive
8818969,27936906,positive
8715868,31174989,positive
8715868,31174989,neither
8715868,31337179,positive
8715868,31337179,neither
8715868,24074687,positive
8715868,25233688,positive
8715868,25233688,neither
8715868,29661333,positive
8715868,29661333,neither
8715868,28209226,positive
8715868,28209226,neither
8715868,26858668,positive
8715868,26858668,neither
8715868,31745646,positive
8715868,31745646,neither
8715868,12154361,positive
8715868,26412074,positive
8715868,23671070,positive
8715868,17969870,positive
8715868,30073921,positive
8715868,26649857,positive
8715868,22742451,positive
8715868,25865743,positive
8715868,22902991,positive
8715868,23555676,positive
8715868,21195744,positive
8715868,17942082,positive
8715868,21887357,positive
8715868,12628215,positive
8715868,16600506,positive
8715868,12507711,positive
8715868,24290442,positive
8715868,19779148,positive
8715868,24976103,positive
8715868,15338272,positive
8715868,20046194,positive
8715868,16251952,positive
8715868,22570866,positive
8715868,22776332,positive
8715868,18848476,positive
8715868,21625437,positive
8715868,23345083,positive
8715868,18063223,positive
8715868,15589268,positive
8715868,16817850,positive
8715868,10376127,positive
8715868,14671188,positive
8715868,12887656,positive
8715868,12154361,neither
8715868,26412074,neither
8715868,23671070,neither
8715868,17969870,neither
8715868,30073921,neither
8715868,26649857,neither
8715868,22742451,neither
8715868,25865743,neither
8715868,22902991,neither
8715868,23555676,neither
8715868,21195744,neither
8715868,17942082,neither
8715868,21887357,neither
8715868,12628215,neither
8715868,16600506,neither
8715868,12507711,neither
8715868,24290442,neither
8715868,19779148,neither
8715868,24976103,neither
8715868,15338272,neither
8715868,20046194,neither
8715868,16251952,neither
8715868,22570866,neither
8715868,22776332,neither
8715868,18848476,neither
8715868,21625437,neither
8715868,23345083,neither
8715868,18063223,neither
8715868,15589268,neither
8715868,16817850,neither
8715868,10376127,neither
8715868,14671188,neither
8715868,12887656,neither
8715868,26966331,positive
8715868,26966331,neither
8715868,28359907,positive
8715868,28359907,neither
8715868,24151807,positive
8715868,24151807,negative
8715868,24151805,positive
8715868,24151805,neither
8715868,31011286,positive
8715868,31011286,neither
8715868,20231323,positive
8715868,20231323,neither
8715868,24001941,positive
8715868,24001941,neither
8715868,28388406,positive
8715868,28388406,neither
8715868,31006556,positive
8715868,31006556,neither
8715868,32922103,positive
8715868,32922103,neither
8715868,11186093,positive
8715868,11186093,neither
8715868,18800035,positive
8715868,28412140,positive
8715868,16678094,positive
8715868,21704871,positive
8715868,18053314,positive
8715868,16698416,positive
8715868,16698416,neither
8715868,31207606,positive
8715868,31207606,neither
8715868,22669078,positive
8715868,22669078,neither
8715868,23029032,positive
8715868,23029032,neither
8715868,28062563,positive
8715868,28062563,neither
8715868,29412984,positive
8715868,28899014,positive
8715868,24887018,positive
8715868,24887018,neither
8715868,19779148,negative
8715868,24629673,positive
8715868,25983685,positive
8715868,25983685,negative
8715868,32955572,positive
8715868,24082301,positive
8715868,16493235,positive
8715868,22162057,positive
8715868,22162057,neither
8715868,8880732,positive
8715868,8880732,neither
8715868,19249298,positive
8715868,11115737,positive
8715868,11115737,neither
8715868,29498103,positive
8715868,15725334,positive
8715868,15725334,neither
8715868,19538338,positive
8715868,19538338,neither
8715868,26402759,positive
8715868,26402759,neither
8715868,24668760,positive
8715868,29532791,positive
8715868,29446381,positive
8715868,29446381,neither
8715868,32440333,positive
8715868,32440333,neither
8715868,28234212,positive
8715868,28234212,neither
8715868,28457485,positive
8715868,26519901,positive
8715868,26519901,neither
8715868,30445512,positive
8715868,30445512,neither
8715868,26786147,positive
8715868,26786147,neither
8715868,17237803,positive
8715868,17237803,neither
8715868,20724638,positive
8715868,31325908,positive
8715868,31325908,neither
8715868,27815416,positive
8715868,27815416,neither
8715868,27625475,positive
8715868,27625475,neither
8715868,18753471,positive
8715868,27327855,positive
8715868,27327855,negative
8715868,31412783,positive
8715868,24564659,positive
8715868,24564659,neither
8715868,26946305,positive
8715868,26946305,neither
8715868,27916727,positive
8715868,27916727,neither
8715868,20418293,positive
8715868,20418293,neither
8715868,8397722,positive
8715868,28926001,positive
8715868,28926001,neither
8715868,22676966,positive
8715868,22676966,neither
8715868,18400908,positive
8715868,18400908,neither
8715868,25349171,positive
8715868,15963600,positive
8715868,15963600,neither
8715868,28395871,positive
8715868,28395871,neither
8715868,28769796,positive
8715868,26984688,positive
8715868,25451401,positive
8715868,25451401,neither
8715868,23839258,positive
8715868,33950381,positive
8715868,26327690,positive
8715868,26327690,neither
8715868,23902895,positive
8715868,28441895,positive
8715868,28441895,neither
8715868,31812581,positive
8715868,19376140,positive
8715868,19376140,neither
8715868,29476241,positive
8715868,17458544,positive
8715868,30359643,positive
8715868,29392371,positive
3630959,21491233,positive
3630959,21491233,neither
3630959,20079935,positive
3630959,20079935,neither
3630959,21203379,positive
3630959,19892654,positive
3630959,19892654,neither
3630959,11765249,positive
3630959,11765249,neither
3630959,11511794,positive
3630959,21203379,neither
3630959,11400021,positive
3630959,20113918,positive
3630959,20113918,neither
3630959,2068606,positive
3630959,2068606,neither
3630959,12651993,positive
3630959,12651993,neither
3630959,15367075,positive
3630959,15367075,neither
3630959,15600214,positive
3630959,15600214,neither
3630959,12643966,positive
3630959,12643966,neither
3630959,21762479,positive
3630959,21762479,neither
3630959,15950081,positive
3630959,15950081,neither
3630959,20966622,positive
3630959,20966622,neither
3630959,15802260,positive
3630959,15802260,neither
3630959,11400021,neither
3630959,7792492,positive
3630959,7792492,neither
3630959,9302720,positive
3630959,20113918,negative
10392808,19400724,positive
10392808,19400724,neither
10392808,16095934,positive
10392808,16095934,neither
10392808,34062143,positive
10392808,34062143,neither
10392808,29056414,positive
10392808,29056414,neither
10392808,36002823,positive
10392808,36002823,neither
10392808,29224694,positive
10392808,29224694,neither
10392808,12531146,positive
10392808,35742520,positive
10392808,36175431,positive
10392808,36175431,neither
10392808,36122252,positive
10392808,36122252,neither
10392808,36108108,positive
10392808,36108108,neither
10392808,30692228,positive
10392808,30692228,neither
10392808,36334461,positive
10392808,23318753,positive
10392808,23318753,neither
10392808,36361821,positive
10392808,35027516,positive
10392808,35027516,neither
10392808,33808121,positive
10392808,33808121,neither
10392808,36279445,positive
10392808,36279445,neither
10392808,34948586,positive
10392808,34948586,neither
10392808,28938081,positive
10392808,28938081,neither
10392808,35239361,positive
10392808,35239361,neither
10392808,31248729,positive
10392808,31248729,neither
10392808,30029993,positive
10392808,30029993,neither
10392808,35798980,positive
10392808,35798980,neither
10392808,19833104,positive
10392808,19833104,neither
10392808,35753151,positive
10392808,30920354,positive
10392808,30920354,negative
10392808,25367475,positive
10392808,25367475,neither
10392808,17425223,positive
10392808,22106955,positive
10392808,22106955,neither
10392808,16386930,positive
10392808,16386930,neither
10392808,34531934,positive
10392808,34531934,neither
10392808,23664655,positive
10392808,23664655,neither
10392808,28481358,positive
10392808,28481358,neither
10392808,36061364,positive
10392808,36061364,neither
10392808,35890392,positive
10392808,35890392,neither
10392808,36116788,positive
10392808,36116788,neither
10392808,28871199,positive
10392808,28871199,neither
10392808,16459107,positive
10392808,36341476,positive
10392808,36341476,neither
10392808,35883812,positive
10392808,27139929,positive
10392808,27139929,neither
10392808,35752415,positive
10392808,35752415,neither
10392808,35726298,positive
10392808,35726298,neither
10392808,36175341,positive
10392808,36175341,neither
10392808,21530574,positive
10392808,21530574,neither
10392808,33208831,positive
10392808,33208831,neither
10392808,25707915,positive
10392808,25707915,neither
10392808,24403155,positive
10392808,23064381,positive
10392808,11222668,positive
10392808,11222668,neither
10392808,34916075,positive
10392808,34916075,neither
10392808,31182003,positive
10392808,31182003,neither
10392808,35085583,positive
10392808,35085583,neither
10392808,26792442,positive
10392808,26792442,neither
10392808,28371220,positive
10392808,28371220,neither
10392808,28179128,positive
10392808,28179128,neither
10392808,1511844,positive
10392808,1511844,neither
10392808,28953195,positive
10392808,28953191,positive
10392808,28953191,neither
10392808,35970565,positive
10392808,35970565,neither
10392808,34743316,positive
10392808,34743316,neither
10392808,21645878,positive
10392808,28668380,positive
10392808,28668380,neither
10392808,35001075,positive
10392808,35001075,neither
10392808,35392383,positive
10392808,21542893,positive
10392808,21542893,neither
10392808,36168076,positive
10392808,36168076,neither
10392808,11136890,positive
10392808,11136890,neither
10392808,33918736,positive
10392808,18602835,positive
10392808,30920354,neither
10392808,36212194,positive
10392808,36212194,neither
10392808,21854954,positive
10392808,21854954,neither
10392808,30779975,positive
10392808,30779975,neither
10392808,12000022,positive
10392808,12000022,neither
10392808,18480275,positive
10392808,18471878,positive
10392808,16388853,positive
10392808,16388853,neither
10392808,10985868,positive
10392808,36164389,positive
10392808,36164389,neither
10392808,36222985,positive
10392808,36222985,neither
10392808,22652595,positive
10392808,17910386,positive
10392808,17910386,neither
10392808,30218019,positive
10392808,30218019,neither
10392808,36096338,positive
10392808,36096338,neither
10392808,32754010,positive
10392808,32754010,neither
10392808,35558876,positive
10392808,35558876,neither
10392808,10481909,positive
10392808,10481909,neither
10392808,21135511,positive
10392808,26856902,positive
10392808,29065953,positive
